geom_x_y;geom;C_NAT_B;L_NAT_B;C_SRC;L_SRC;M2;NB_PL;M2_PL_TOT;B_RDC;C_PLAN_H_I;Y;L_PLAN_H_I;X;D_CRE;L_B_U;D_MAJ;N_AR;L_PLAN_H;H_ET_MAX;N_QU;OBJECTID;Identifiant s?quentiel;Arrondissement contenant le bati;Parcelle contenant le bati;Quartier contenant le bati;AREA;SHAPE.AREA;SHAPE.LEN;dist
48.8271213166,2.38295700371;"{""type"": ""Polygon"", ""coordinates"": [[[2.383053285571433, 48.827171160308495], [2.383061439915417, 48.82716340841643], [2.382860958017709, 48.82707154462818], [2.382852755378957, 48.827079347522314], [2.383053285571433, 48.827171160308495]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;18.8637796;1.0;18.8637796;1.0;1.0;125182.979973;Bâti à rez-de-chaussée;603409.119247;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R;0.0;50.0;536295;750172247;750000013;750031411;750000050;;0.0;0.0;
48.826823931,2.38292216801;"{""type"": ""Polygon"", ""coordinates"": [[[2.3828879690602323, 48.82685777372084], [2.382928987956231, 48.82681871878317], [2.382971033162084, 48.82677868611167], [2.382966675389694, 48.82678124032946], [2.3829527622865703, 48.82679448644946], [2.382927308402034, 48.82681872090933], [2.382894289665835, 48.826850158973286], [2.3828908200115873, 48.82684856986583], [2.382887136107441, 48.826852077295094], [2.3828879690602323, 48.82685777372084]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;1.2594384;8.0;10.0755076;1.0;3.0;125149.2263363;Bâti de 4 à 8 étages;603407.0846805;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+7;7.0;50.0;536304;750172656;750000013;750031409;750000050;;0.0;0.0;
48.8268547403,2.38288661103;"{""type"": ""Polygon"", ""coordinates"": [[[2.3828879690602323, 48.82685777372084], [2.382887136107441, 48.826852077295094], [2.382884727932288, 48.82685436995967], [2.3828879690602323, 48.82685777372084]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;0.0637963;9.0;0.5741665;1.0;3.0;125153.3293143;Bâti de 4 à 8 étages;603403.9635667;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+8;8.0;50.0;536312;750172664;750000013;750031409;750000050;;0.0;0.0;
48.8275219284,2.3850134763;"{""type"": ""Polygon"", ""coordinates"": [[[2.385035387981625, 48.82756484324741], [2.385081991754463, 48.82752246526106], [2.385077653322637, 48.82752038069459], [2.385048676681234, 48.82750646141945], [2.385003499000548, 48.82748475930457], [2.384991526672414, 48.82747900741251], [2.384944983957099, 48.82752140276748], [2.385018531355278, 48.82755674316572], [2.385020911192861, 48.82755788681305], [2.385035387981625, 48.82756484324741]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;47.8169743;10.0;478.1697435;1.0;4.0;125227.6191835;Bâti de 9 à 12 étages;603560.0723975;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+9;9.0;50.0;536147;750170108;750000013;750031416;750000050;;0.0;0.0;
48.8272716263,2.38472418207;"{""type"": ""Polygon"", ""coordinates"": [[[2.38471745135964, 48.82728459607255], [2.384730213469595, 48.8272724743435], [2.384739325132708, 48.82725964761194], [2.384733123337365, 48.82725779088001], [2.384710329513138, 48.827278634369826], [2.3847082977459, 48.82728020141471], [2.38471745135964, 48.82728459607255]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;2.2705791;8.0;18.164633;1.0;3.0;125199.8612386;Bâti de 4 à 8 étages;603538.823426;2010-07-21T04:00:00+02:00;Ra3_et_5a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536162;750170123;750000013;750031416;750000050;;0.0;0.0;
48.8269259629,2.38316836359;"{""type"": ""Polygon"", ""coordinates"": [[[2.383401667956741, 48.82709644025594], [2.383457343016415, 48.82704313820998], [2.383453909799568, 48.82704157538889], [2.383439403339944, 48.827034969360184], [2.383453477074585, 48.827021496473684], [2.38346805263632, 48.82702813343569], [2.383471416748627, 48.82702966532144], [2.383525544462175, 48.82697784372515], [2.383373999467965, 48.82690840436056], [2.383343089516914, 48.82689424175467], [2.383139956813265, 48.82680116317924], [2.383035545732246, 48.82678905324562], [2.3829727647095362, 48.826781771798515], [2.382934112450155, 48.8268187110486], [2.3828892079809663, 48.826861624930594], [2.382800331545297, 48.826946561678035], [2.38289969283395, 48.82699209161132], [2.383001384700814, 48.826939233169185], [2.3830065853845213, 48.82691540864821], [2.383019920729644, 48.82692151853082], [2.383028180962984, 48.82692530433321], [2.383042951048965, 48.82693207186115], [2.383064546641335, 48.826941967539476], [2.383219065127394, 48.827012769890835], [2.38324066891642, 48.827022669176046], [2.383401667956741, 48.82709644025594]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;821.0239527;9.0;7389.2155745;1.0;3.0;125162.724477;Bâti de 4 à 8 étages;603430.60853;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+8;8.0;50.0;536235;750171394;750000013;750031411;750000050;;0.0;0.0;
48.8267243623,2.38372459802;"{""type"": ""Polygon"", ""coordinates"": [[[2.383791340305327, 48.826754234704076], [2.3837984089765323, 48.826747508745754], [2.383750378057988, 48.826728402313044], [2.383660910004358, 48.82669529852965], [2.383652679973638, 48.82670312921967], [2.383768754878073, 48.82674590975558], [2.383791340305327, 48.826754234704076]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;11.9186597;11.0;131.1052566;1.0;4.0;125138.9144035;Bâti de 9 à 12 étages;603465.5990242;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+10;10.0;50.0;536261;750171816;750000013;750031406;750000050;;0.0;0.0;
48.826705749,2.38369134666;"{""type"": ""Polygon"", ""coordinates"": [[[2.383750378057988, 48.826728402313044], [2.383662751908928, 48.82669354615184], [2.383660910004358, 48.82669529852965], [2.383750378057988, 48.826728402313044]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.8888279;8.0;7.1106236;1.0;4.0;125136.7980443;Bâti de 9 à 12 étages;603463.0583323;2010-07-21T04:00:00+02:00;R_et_4a10;2010-07-21T04:00:00+02:00;13;;10.0;50.0;536267;750171822;750000013;750031406;750000050;;0.0;0.0;
48.8268365358,2.38285775061;"{""type"": ""Polygon"", ""coordinates"": [[[2.382883368158811, 48.82685566523406], [2.382884727932288, 48.82685436995967], [2.382850770815224, 48.82681870639462], [2.382835141290822, 48.82683356970832], [2.382883368158811, 48.82685566523406]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;4.7137459;6.0;28.2824753;0.0;3.0;125151.376339;Bâti de 4 à 8 étages;603401.6959944;2010-07-21T04:00:00+02:00;2a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536307;750172659;750000013;750031409;750000050;;0.0;0.0;
48.8270290918,2.3827719781;"{""type"": ""Polygon"", ""coordinates"": [[[2.382772819795223, 48.82703115854081], [2.382774651819936, 48.827028403326004], [2.382771976231742, 48.827027164571966], [2.382768801443258, 48.82702931747208], [2.382772819795223, 48.82703115854081]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.09853719999999999;6.0;0.5912229999999999;1.0;3.0;125172.719908;Bâti de 4 à 8 étages;603395.5067276;2010-07-21T04:00:00+02:00;Ra1_et_5a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536327;750172679;750000013;750031411;750000050;;0.0;0.0;
48.8269792605,2.38294404006;"{""type"": ""Polygon"", ""coordinates"": [[[2.382931043032187, 48.82700645626314], [2.383001384700814, 48.826939233169185], [2.38289969283395, 48.82699209161132], [2.38292970583262, 48.82700584408592], [2.382931043032187, 48.82700645626314]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;12.7279429;3.0;38.1838286;1.0;3.0;125166.8979493;Bâti de 4 à 8 étages;603408.6496905;2010-07-21T04:00:00+02:00;Ra1_et_encorbt_au_5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;536330;750173085;750000013;750031411;750000050;;0.0;0.0;
48.827191913,2.38430347776;"{""type"": ""Polygon"", ""coordinates"": [[[2.384289209876643, 48.82721101431141], [2.384326383127431, 48.82717687666353], [2.3843178794105873, 48.82717281988726], [2.384280716430014, 48.827206664390225], [2.384286650869136, 48.82720970424213], [2.384289209876643, 48.82721101431141]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.633998;7.0;25.4379858;0.0;3.0;125190.8820706;Bâti de 4 à 8 étages;603507.973084;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536029;750174782;750000013;750031416;750000050;;0.0;0.0;
48.8273809797,2.38467355368;"{""type"": ""Polygon"", ""coordinates"": [[[2.384671978633884, 48.827387288019345], [2.384682097365824, 48.827378005502744], [2.384675067209857, 48.827374661442], [2.384665028054613, 48.827384010921], [2.384671978633884, 48.827387288019345]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.8040717;7.0;5.6285018;1.0;3.0;125211.9264095;Bâti de 4 à 8 étages;603535.126374;2010-07-21T04:00:00+02:00;Ra2_et_4a7;2010-07-21T04:00:00+02:00;13;;7.0;50.0;536068;750175599;750000013;750031416;750000050;;0.0;0.0;
48.8275168511,2.38451555452;"{""type"": ""Polygon"", ""coordinates"": [[[2.3845126856021253, 48.82752392558743], [2.384524821022413, 48.82751285921747], [2.3845183543743262, 48.82750978156396], [2.384506304318764, 48.82752088614625], [2.3845126856021253, 48.82752392558743]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.8834151;1.0;0.8834151;0.0;2.0;125227.0289423;Bâti de 1 à 3 étages;603523.516441;2010-07-21T04:00:00+02:00;encorbt_au_1;2010-07-21T04:00:00+02:00;13;;1.0;50.0;536085;750175616;750000013;750031416;750000050;;0.0;0.0;
48.8274042839,2.38444614822;"{""type"": ""Polygon"", ""coordinates"": [[[2.384413806812996, 48.82745993990768], [2.3845163997295202, 48.82736566517341], [2.384479558347809, 48.82734804124013], [2.384376415412893, 48.827442172811125], [2.384388342638891, 48.827447815709206], [2.384384151074258, 48.82745163804739], [2.384388744344044, 48.827453825580136], [2.38439293842034, 48.82745002124216], [2.384413806812996, 48.82745993990768]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;43.6244755;3.0;130.8734266;1.0;2.0;125214.4945882;Bâti de 1 à 3 étages;603518.446972;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+2;2.0;50.0;535664;750175966;750000013;750031416;750000050;;0.0;0.0;
48.8273864871,2.38440928594;"{""type"": ""Polygon"", ""coordinates"": [[[2.384376415412893, 48.827442172811125], [2.384479558347809, 48.82734804124013], [2.384442505685409, 48.82733031637734], [2.384339470384334, 48.82742478933403], [2.38435313230774, 48.82743129826725], [2.384349127917778, 48.82743495788215], [2.384353569470516, 48.82743707358488], [2.384357727411771, 48.82743333021936], [2.384376415412893, 48.827442172811125]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;43.4678873;3.0;130.4036618;1.0;2.0;125212.5053242;Bâti de 1 à 3 étages;603515.739519;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+2;2.0;50.0;535666;750175968;750000013;750031416;750000050;;0.0;0.0;
48.8274770625,2.38248884228;"{""type"": ""Polygon"", ""coordinates"": [[[2.382612428131992, 48.82756114358258], [2.382653720199511, 48.827520250055365], [2.3823657252506, 48.82739298409268], [2.382324157221448, 48.827434164798824], [2.382612428131992, 48.82756114358258]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;139.5367776;1.0;139.5367776;1.0;1.0;125222.5142405;Bâti à rez-de-chaussée;603374.7118918;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R;0.0;50.0;536004;750174757;750000013;750033360;750000050;;0.0;0.0;
48.8272101851,2.38427366008;"{""type"": ""Polygon"", ""coordinates"": [[[2.384277738838744, 48.82721772932212], [2.384286650869136, 48.82720970424213], [2.384280716430014, 48.827206664390225], [2.384271698994899, 48.82720204645591], [2.384259638430551, 48.82721300436456], [2.384263975580174, 48.827215077263155], [2.384266742144638, 48.827212538190324], [2.384277738838744, 48.82721772932212]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;1.70761;3.0;5.1228301;0.0;3.0;125192.885686;Bâti de 4 à 8 étages;603505.8579181;2010-07-21T04:00:00+02:00;6a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536007;750174760;750000013;750031416;750000050;;0.0;0.0;
48.8272164162,2.38427085281;"{""type"": ""Polygon"", ""coordinates"": [[[2.384274891604106, 48.82722029406158], [2.384277738838744, 48.82721772932212], [2.384266742144638, 48.827212538190324], [2.384263975580174, 48.827215077263155], [2.384274891604106, 48.82722029406158]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.3475435;5.0;1.7377174;0.0;3.0;125193.611442;Bâti de 4 à 8 étages;603505.5718029;2010-07-21T04:00:00+02:00;3a4_et_6a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536023;750174776;750000013;750031416;750000050;;0.0;0.0;
48.8272887061,2.38465791613;"{""type"": ""Polygon"", ""coordinates"": [[[2.384705373250871, 48.827358217664404], [2.384743357630168, 48.827322972441976], [2.384771826863573, 48.82733658789443], [2.3847885280801, 48.82731871695398], [2.384753693359777, 48.82730199470496], [2.38471745135964, 48.82728459607255], [2.3847082977459, 48.82728020141471], [2.384710329513138, 48.827278634369826], [2.384619552091428, 48.82723527265122], [2.384576505868194, 48.827214786493776], [2.3845373712546323, 48.82725076952781], [2.384594019139818, 48.82728136987687], [2.38459119330945, 48.82728443028772], [2.384632826284968, 48.82730763426292], [2.384621445262769, 48.82731803449536], [2.384705373250871, 48.827358217664404]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;111.3098439;8.0;890.4787508;1.0;3.0;125201.422414;Bâti de 4 à 8 étages;603534.001314;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+7;7.0;50.0;536074;750175605;750000013;750031416;750000050;;0.0;0.0;
48.8272107867,2.38265517297;"{""type"": ""Polygon"", ""coordinates"": [[[2.382982249009329, 48.82738489382287], [2.383025468598765, 48.82734223204958], [2.382329784196446, 48.82703705993146], [2.382285859369545, 48.827080124340085], [2.382982249009329, 48.82738489382287]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;352.0700684;4.0;1408.2802737;1.0;2.0;125192.932756;Bâti de 1 à 3 étages;603386.975092;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+3;3.0;50.0;535167;750181423;750000013;750033360;750000050;;0.0;0.0;
48.8284935596,2.38399212479;"{""type"": ""Polygon"", ""coordinates"": [[[2.383884933045907, 48.82860377183291], [2.384132682184153, 48.82836139752829], [2.38412768471406, 48.828359172830886], [2.383875361860307, 48.8285995413497], [2.383884933045907, 48.82860377183291]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;20.9423558;4.0;83.769423;0.0;3.0;125334.3463642;Bâti de 4 à 8 étages;603485.892336;2010-07-21T04:00:00+02:00;2a5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;529857;750177688;750000013;;750000050;;0.0;0.0;
48.8284707715,2.38399318151;"{""type"": ""Polygon"", ""coordinates"": [[[2.383875361860307, 48.8285995413497], [2.38412768471406, 48.828359172830886], [2.38410212283339, 48.82834779275918], [2.383853675936881, 48.828589956553714], [2.38387213396469, 48.82859811540617], [2.383875361860307, 48.8285995413497]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;67.9624113;4.0;271.849645;0.0;3.0;125333.3375067;Bâti de 4 à 8 étages;603484.9132125;2010-07-21T04:00:00+02:00;2a5;2010-07-21T04:00:00+02:00;13;;5.0;50.0;529859;750177690;750000013;750033361;750000050;;0.0;0.0;
48.8279098587,2.38401421032;"{""type"": ""Polygon"", ""coordinates"": [[[2.383961321237744, 48.82796533485512], [2.38396505054181, 48.82796167473694], [2.384060934283225, 48.82786759160877], [2.384069000600689, 48.82785967731281], [2.384063553219252, 48.82785725962755], [2.383956745150472, 48.82796330478561], [2.383961321237744, 48.82796533485512]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;6.2782474;5.0;31.391237;1.0;3.0;125270.8561125;Bâti de 4 à 8 étages;603486.581548;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+4;4.0;50.0;529873;750178092;750000013;750033361;750000050;;0.0;0.0;
48.8282138727,2.3842819057;"{""type"": ""Polygon"", ""coordinates"": [[[2.384200695408299, 48.82829446760419], [2.384447775991725, 48.82805424314679], [2.384197245709779, 48.82829290741998], [2.384200695408299, 48.82829446760419]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;4.9558988;5.0;24.779494;1.0;3.0;125304.529937;Bâti de 4 à 8 étages;603506.3127343;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+4;4.0;50.0;529880;750178099;750000013;;750000050;;0.0;0.0;
48.8272898206,2.38486461901;"{""type"": ""Polygon"", ""coordinates"": [[[2.384895114647184, 48.82730935054133], [2.384902291531706, 48.82730279865675], [2.384834724237414, 48.82727036243083], [2.3848314162145012, 48.82727342306512], [2.384827301163695, 48.82727722962405], [2.384895114647184, 48.82730935054133]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;5.6318985;8.0;45.0551881;0.0;4.0;125201.805935;Bâti de 9 à 12 étages;603549.1621923;2010-07-21T04:00:00+02:00;2a9;2010-07-21T04:00:00+02:00;13;;9.0;50.0;536123;750169694;750000013;750031416;750000050;;0.0;0.0;
48.8277353839,2.38510717739;"{""type"": ""Polygon"", ""coordinates"": [[[2.385116034407233, 48.827809056837694], [2.385215915296804, 48.82771784614029], [2.385098320466351, 48.82766171077681], [2.384998439467982, 48.82775292227989], [2.385116034407233, 48.827809056837694]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;133.3449799;3.0;400.0349398;1.0;2.0;125251.3603687;Bâti de 1 à 3 étages;603566.937295;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+2;2.0;50.0;536136;750169707;750000013;;750000050;;0.0;0.0;
48.8266419418,2.38381418672;"{""type"": ""Polygon"", ""coordinates"": [[[2.383880874309298, 48.82666904698038], [2.383887241739771, 48.82666298833545], [2.383745819405394, 48.826614510181464], [2.383739841828442, 48.826620198487944], [2.383880874309298, 48.82666904698038]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;9.2247555;12.0;110.6970659;1.0;4.0;125129.690136;Bâti de 9 à 12 étages;603472.0501983;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+11;11.0;50.0;536270;750171825;750000013;750031406;750000050;;0.0;0.0;
48.8268029514,2.3829221862;"{""type"": ""Polygon"", ""coordinates"": [[[2.382883964431776, 48.82683037796067], [2.382903541224776, 48.82681875566138], [2.382948051624978, 48.826792329732], [2.382934544211888, 48.82678614520411], [2.382897243907446, 48.826818764537684], [2.382883964431776, 48.82683037796067]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.7162202;7.0;26.0135416;0.0;3.0;125148.0060791;Bâti de 4 à 8 étages;603406.124846;2010-07-21T04:00:00+02:00;2a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;536302;750172654;750000013;750031409;750000050;;0.0;0.0;
48.8271675838,2.38438459868;"{""type"": ""Polygon"", ""coordinates"": [[[2.384351863880341, 48.8272572560971], [2.384391001975321, 48.82722156633644], [2.384389069692458, 48.82722036022518], [2.384457472315915, 48.827158136715475], [2.384452682640871, 48.82715585733721], [2.384443536077009, 48.8271641366442], [2.384405028667808, 48.82714584396957], [2.384453638757334, 48.827101182241066], [2.384560940854232, 48.82715244467512], [2.384563065253601, 48.827150530951684], [2.384437534538122, 48.827090752974655], [2.384435547915448, 48.82709253429811], [2.3844241303670453, 48.82708710897592], [2.384375537034999, 48.827131734804446], [2.384378466803838, 48.82713313851641], [2.384366027565814, 48.827144445242034], [2.384407841976056, 48.827164263198746], [2.384383532409021, 48.827186223940515], [2.384342055068027, 48.82716623772964], [2.384328985176413, 48.827178117701955], [2.384326383127431, 48.82717687666353], [2.384289209876643, 48.82721101431141], [2.384277662936312, 48.82722161871486], [2.384306740304559, 48.82723551351835], [2.384355760278301, 48.82719076130726], [2.384397238294007, 48.82721034639636], [2.384347875574703, 48.827255171507076], [2.384351863880341, 48.8272572560971]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;65.6431064;8.0;525.1448515;0.0;3.0;125181.9212243;Bâti de 4 à 8 étages;603516.550107;2010-07-21T04:00:00+02:00;1a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;535662;750175964;750000013;750031416;750000050;;0.0;0.0;
48.8273686808,2.38437228964;"{""type"": ""Polygon"", ""coordinates"": [[[2.384339470384334, 48.82742478933403], [2.384442505685409, 48.82733031637734], [2.384405302707107, 48.827312518779195], [2.384302044396005, 48.827406956381196], [2.384339470384334, 48.82742478933403]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;43.7781414;3.0;131.3344243;1.0;2.0;125210.5522671;Bâti de 1 à 3 étages;603513.0066225;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+2;2.0;50.0;535667;750175969;750000013;750031416;750000050;;0.0;0.0;
48.8270851081,2.38440335547;"{""type"": ""Polygon"", ""coordinates"": [[[2.384400397118816, 48.827091412620256], [2.384411267528411, 48.82708099538845], [2.384406617338294, 48.827078785977776], [2.384395424238907, 48.8270889605164], [2.384400397118816, 48.827091412620256]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;0.6143577;5.0;3.0717887;0.0;3.0;125179.0233234;Bâti de 4 à 8 étages;603515.307668;2010-07-21T04:00:00+02:00;2_et_5a8;2010-07-21T04:00:00+02:00;13;;8.0;50.0;535669;750175971;750000013;750031416;750000050;;0.0;0.0;
48.8274295016,2.38253700579;"{""type"": ""Polygon"", ""coordinates"": [[[2.382658210783651, 48.827515804257516], [2.3827045846637143, 48.82746987887673], [2.382415987747675, 48.82734319181503], [2.382369499139243, 48.82738924600696], [2.382658210783651, 48.827515804257516]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;156.3845408;2.0;312.7690816;1.0;2.0;125217.2270555;Bâti de 1 à 3 étages;603378.253241;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;535993;750174346;750000013;750033360;750000050;;0.0;0.0;
48.8272334471,2.38426697379;"{""type"": ""Polygon"", ""coordinates"": [[[2.384311187884772, 48.8272637614038], [2.384312401981532, 48.827262688408], [2.384261183236321, 48.82723675303871], [2.38425825710247, 48.827235271996756], [2.384274891604106, 48.82722029406158], [2.384263975580174, 48.827215077263155], [2.384245152238602, 48.827232349017116], [2.384311187884772, 48.8272637614038]]]}";U;Volume bâti avec surplomb;T;Fiche parcellaire et terrain certifié;3.4360647;2.0;6.8721294;0.0;3.0;125196.1702245;Bâti de 4 à 8 étages;603505.0111861;2010-07-21T04:00:00+02:00;3a4;2010-07-21T04:00:00+02:00;13;;4.0;50.0;536025;750174778;750000013;750031416;750000050;;0.0;0.0;
48.8274563582,2.38438246171;"{""type"": ""Polygon"", ""coordinates"": [[[2.384380749961067, 48.82746107923203], [2.384388744344044, 48.827453825580136], [2.384384151074258, 48.82745163804739], [2.384376185146007, 48.827458904436696], [2.384380749961067, 48.82746107923203]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;0.4134786;2.0;0.8269571;1.0;2.0;125220.2975051;Bâti de 1 à 3 étages;603513.748589;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;536039;750175180;750000013;750031416;750000050;;0.0;0.0;
48.8274940289,2.38446161819;"{""type"": ""Polygon"", ""coordinates"": [[[2.384459896135067, 48.827498779969964], [2.384468034160981, 48.827491589109016], [2.38446318758718, 48.82748928065926], [2.384455244607229, 48.8274965651591], [2.384459896135067, 48.827498779969964]]]}";V;Volume bâti simple;T;Fiche parcellaire et terrain certifié;0.42903979999999997;2.0;0.8580795999999999;1.0;2.0;125224.4846325;Bâti de 1 à 3 étages;603519.55898;2010-07-21T04:00:00+02:00;;2010-07-21T04:00:00+02:00;13;R+1;1.0;50.0;536055;750175196;750000013;750031416;750000050;;0.0;0.0;
